App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5980066,HDR,09/08/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5976539,HDR,07/21/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5968119,HDR,01/26/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5993115,HDR,03/31/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993346,HDR,04/04/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5972550,HDR,05/20/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975367,HDR,07/06/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5982131,HDR,10/02/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991960,HDR,03/14/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993637,HDR,04/08/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994567,HDR,04/22/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992746,HDR,03/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995407,HDR,05/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994653,HDR,04/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984042,HDR,10/28/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995126,HDR,05/01/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993108,HDR,03/31/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5992216,HDR,03/17/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992238,HDR,03/17/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5963869,HDR,06/24/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5977241,HDR,07/30/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5972646,HDR,05/21/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5982682,HDR,10/09/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5959988,HDR,02/04/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986346,HDR,12/02/2021,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995083,HDR,04/29/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5982312,HDR,10/05/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5996447,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992785,HDR,03/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994792,HDR,04/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5992445,HDR,03/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992967,HDR,03/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5994879,HDR,04/27/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5962548,HDR,03/10/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995659,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5964160,HDR,07/19/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994742,HDR,04/25/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5983996,HDR,10/27/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5995732,HDR,05/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994023,HDR,04/14/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5983831,HDR,10/25/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5971549,HDR,05/01/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996596,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993781,HDR,04/11/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5967140,HDR,12/14/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5995758,HDR,05/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992151,HDR,03/17/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981895,HDR,09/29/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5965743,HDR,10/23/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990347,HDR,02/15/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5968307,HDR,02/05/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5977525,HDR,08/04/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970331,HDR,04/07/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5985018,HDR,11/11/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990437,HDR,02/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5990359,HDR,02/15/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5992865,HDR,03/28/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5971684,HDR,05/04/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5989012,HDR,01/19/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996038,HDR,05/13/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991711,HDR,03/10/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992468,HDR,03/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5967704,HDR,01/10/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5992814,HDR,03/26/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5991269,HDR,03/03/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994931,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5992838,HDR,03/27/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5985221,HDR,11/15/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990794,HDR,02/23/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5991119,HDR,03/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5980805,HDR,09/16/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994098,HDR,04/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991638,HDR,03/09/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996125,HDR,05/14/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985737,HDR,11/22/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992620,HDR,03/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994853,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994815,HDR,04/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5995144,HDR,05/02/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5973370,HDR,06/03/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5970438,HDR,04/09/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994453,HDR,04/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5972725,HDR,05/24/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5988190,HDR,01/05/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5987470,HDR,12/21/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5974882,VDR,06/28/2021,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5960401,HDR,02/11/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970574,HDR,04/13/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5978870,HDR,08/23/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5972123,HDR,05/12/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990800,HDR,02/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5980127,HDR,09/08/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995339,HDR,05/04/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996645,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5974143,HDR,06/17/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989694,HDR,02/02/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5980382,HDR,09/12/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5965346,HDR,10/01/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5986616,HDR,12/07/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986208,HDR,11/30/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994889,HDR,04/27/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5989409,HDR,01/27/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994855,HDR,04/27/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5965183,HDR,09/21/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995826,HDR,05/11/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5979179,HDR,08/26/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5976706,HDR,07/23/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5977514,HDR,08/03/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995451,HDR,05/05/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5991921,HDR,03/13/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5972191,HDR,05/13/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981833,HDR,09/28/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5964770,HDR,08/24/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995343,HDR,05/04/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994339,HDR,04/19/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996419,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993680,HDR,04/08/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5960510,HDR,02/13/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981006,HDR,09/19/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5983523,HDR,10/20/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5988378,HDR,01/07/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989935,HDR,02/07/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5986209,HDR,11/30/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5969612,HDR,03/22/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5962420,HDR,03/09/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5970123,HDR,04/01/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5992772,HDR,03/25/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5961808,HDR,03/02/2020,Denied,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985805,VDR,11/23/2021,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,05/23/2022 11:00:12 AM
5994812,HDR,04/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5973762,HDR,06/10/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992836,HDR,03/27/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5979322,HDR,08/29/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992959,HDR,03/29/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5983273,HDR,10/18/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5964103,HDR,07/14/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990760,HDR,02/22/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981208,HDR,09/21/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994867,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5978821,HDR,08/23/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995146,HDR,05/02/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5987666,HDR,12/24/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5993661,HDR,04/08/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992327,HDR,03/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5963495,HDR,05/01/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5996697,HDR,05/21/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986467,HDR,12/05/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970559,HDR,04/12/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5968692,HDR,02/22/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995756,HDR,05/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991240,HDR,03/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990457,HDR,02/17/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5979783,HDR,09/03/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5971157,HDR,04/24/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5984996,HDR,11/11/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981204,HDR,09/21/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5979349,HDR,08/29/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5971131,HDR,04/23/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5960046,HDR,02/05/2020,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993894,HDR,04/12/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981067,HDR,09/20/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996736,HDR,05/22/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989772,HDR,02/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990084,HDR,02/09/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991041,HDR,02/28/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5978927,HDR,08/24/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995664,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5982626,HDR,10/08/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5965068,HDR,09/12/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984722,HDR,11/08/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5979995,HDR,09/07/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993145,HDR,03/31/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5970809,HDR,04/16/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995058,HDR,04/29/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992109,HDR,03/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986098,HDR,11/29/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993464,HDR,04/06/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5963548,HDR,05/13/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993333,HDR,04/04/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5995459,HDR,05/05/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5992631,HDR,03/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
